News,Headline,Date,Url
"Japan's benchmark Nikkei 225 bounced between slight gains and losses and was last up 0.2%, the first market reaction after a summit by Prime Minister Yoshihide Suga with President Joe Biden over the weekend.",Asian markets gain amid cautious outlook for global economy,2021-04-19 07:10:00,https://finance.yahoo.com/m/74fc94f8-fd10-3992-9c56-867ef6845fba/asian-markets-gain-amid.html
"By Stanley WhiteTOKYO, April 19 (Reuters) - Japanese stocks edged higher on Monday as some investors hoped to benefit from an expected increase in semiconductor production, but worries about rising coronavirus infections capped gains.The Nikkei 225 Index rose 0.16% to 29,731.15 by 0201 GMT, while the broader Topix rose 0.04% to 1,961.58.Stocks opened lower but gradually erased their losses in choppy trade.Japan and the United States agreed last week to cooperate on investment in semiconductor supply chains in response to a global shortage of chips, which is seen as a positive for Japanese chemical and industrial companies, analysts said.However, Japanese stocks still face downside risks as the governor of Tokyo is considering another state of emergency in response to a steady increase in coronavirus infections.Japan's slow pace of vaccinations is also a negative factor for stock prices, analysts said.""Markets in the United States and Europe are racing ahead, but Japanese stocks are being left behind,"" said Norihiro Fujito, chief investment strategist, Mitsubishi UFJ Morgan Stanley Securities.""The difference is investors are linking vaccinations to the economic outlook. Industries that were damaged by the coronavirus last year will come under pressure again.""The stocks that gained the most among the top 30 core Topix names were Shin-Etsu Chemical Co Ltd up 1.87%, followed by Murata Manufacturing Co Ltd up 1.57%.The underperformers among the Topix 30 were Nintendo Co Ltd down 1.89%, followed by Central Japan Railway Co losing 0.94%.Toshiba Corp fell 4.02% after the Nikkei reported that private equity firm CVC Capital Partners will delay submitting a formal proposal to buy the Japanese industrial group.There were 103 advancers on the Nikkei index against 113 decliners.The volume of shares traded on the Tokyo Stock Exchange's main board was 0.39 billion, compared to the average of 1.31 billion in the past 30 days. (Reporting by Stanley White; Editing by Shailesh Kuber)","Japan stocks edge higher on semiconductor gains, but coronavirus weighs",2021-04-19 04:36:00,https://finance.yahoo.com/news/japan-stocks-edge-higher-semiconductor-023645111.html
"Gold futures are edging lower on Monday after an early session attempt to take out Friday’s high was met with selling pressure. Treasury yields are dipping lower early in the session, but the U.S. Dollar is trading higher against a basket of currencies, suggesting we could be seeing early signs of a risk off trading session.At 01:30 GMT, June Comex gold futures are trading $1776.60, down $3.60 or -0.20%.Daily Swing Chart Technical AnalysisThe main trend is up according to the daily swing chart. A trade through $1784.70 will signal a resumption of the uptrend. The main trend will change to down on a move through $1723.20.On the upside, the major resistance is the long-term 50% level at $1788.50.On the downside, the support is a series of 50% levels at $1767.60, $1754.00, $1746.90 and $1731.00. The major support is the long-term 61.8% level at $1711.90.Daily Swing Chart Technical ForecastThe direction of the June Comex gold futures contract on Monday is likely to be determined by trader reaction to the long-term 50% level at $1788.50.Bearish ScenarioA sustained move under $1788.50 will indicate the presence of sellers. The first downside target is the 50% level at $1767.60. Since the main trend is up, buyers are likely to come in on the first test of $1767.50. If it fails then look for the selling to possibly extend into a minor 50% level at $1754.00. Once again, buyers could step in to stop the price slide.Bullish ScenarioA sustained move over $1788.50 will signal the presence of buyers. This move could trigger an acceleration to the upside with $1817.60 the next likely upside target price.Side NotesFor bigger picture traders, the retracement zone at $1788.50 to $1711.90 represents 50% to 61.8%, respectively, of last year’s trading range. So overtaking $1788.50 could become a big deal if the buying volume increases on the move. Fundamentally, it’s going to need help from lower yields and a weaker U.S. Dollar. I don’t think gold will be able to sustain a rally over $1788.50 without help from those two factors.Story continuesFor a look at all of today’s economic events, check out our economic calendar. This article was originally posted on FX EmpireMore From FXEMPIRE: Lockheed Martin’s Q1 Earnings to Rise About 4%; Target Price $425  Ethereum, Litecoin, and Ripple’s XRP – Daily Tech Analysis – April 19th, 2021  AUD/USD and NZD/USD Fundamental Daily Forecast – Stable Greenback Caps Aussie, Kiwi  USD/JPY Forex Technical Analysis – Trade Through 108.407 Changes Main Trend to Down with 108.230 Next Target  NZD/USD Forex Technical Analysis – Strengthens Over .7145, Weakens Under .7106  Bitcoin and Ripple’s XRP – Weekly Technical Analysis – April 19th, 2021 ",Gold Price Futures (GC) Technical Analysis – Sellers Defending $1788.50 Long-Term 50% Level,2021-04-19 03:55:00,https://finance.yahoo.com/news/gold-price-futures-gc-technical-015504151.html
"(Bloomberg) -- After a historic antitrust crackdown on China’s biggest tech companies last week, investors are betting there is more pain ahead.GAM Investments, BNP Paribas Asset Management and JP Morgan Asset Management Inc. see more regulatory tightening in China’s clampdown on monopolistic practices, putting pressure on the country’s leading internet stocks over the next few months. The Hang Seng Tech Index, where many Chinese tech giants are listed, has already lost about a quarter of its value from a rout that began mid-February.The shockwaves from Beijing’s bid to quell abuses of information and market dominance among industry leaders have left global investors pondering the prospects of China’s internet firms. The antitrust crackdown has exacerbated a global tech selloff sparked by rising bond yields, as traders forecast tighter liquidity conditions at home and abroad and lower company valuations.“Regulations for China internet companies, especially the big ones, will continue to tighten in 2021,” said Marcella Chow, global market strategist at JP Morgan Asset. “This uncertainty may act as a cap for some companies temporarily.”China slapped a record $2.8 billion fine on Alibaba Group Holding Ltd. after a four-month long investigation into the e-commerce giant’s market practices, then ordered an overhaul of Ant Group Co. Over the past week, more than 30 tech giants issued pledges to obey antitrust laws after Beijing gave them a month to conduct reviews and comply with government guidelines.READ: Jack Ma’s Double-Whammy Marks the End of China Tech’s Golden AgeAlibaba shares have slumped 23% in Hong Kong from a peak in October. Food delivery platform Meituan and tech giant Tencent Holdings Ltd., which have been on analyst radars for regulatory probes, are down 36% and 18%, respectively, from their peaks earlier this year. By contrast, the Nasdaq 100 index is up more than 8% this year despite entering a technical correction in March.Story continuesLooking ahead, China’s tech companies are likely to move far more cautiously on acquisitions, over-compensate on getting signoffs from Beijing, and levy lower fees on the domestic internet traffic they dominate. This coincides with some facing delisting threats and sales curbs in the U.S., and others reverberating from a selloff sparked by Archegos Capital Management.Valuations too are serving as a deterrent for investors. Even after its decline, the Hang Seng Tech Index is trading at about 38 times its 12-month earnings estimates versus the 29 times multiple of its American counterpart.“We have already applied a valuations discount to the whole Chinese internet sector to factor in higher regulation risks,” said Jian Shi Cortesi, a Zurich-based fund manager at GAM. The $132 billion asset manager has reduced its exposure to the sector in the past few months amid high valuations, she added.The Hang Seng Tech Index was down as much as 1.1% on Monday. Tencent shares fell as much as 1.9% after Citigroup Inc. and Morgan Stanley lowered their target prices on expectations that advertising revenues will take a hit as apparel-brand and online-education providers cut spending.Keep the FaithThat said, Beijing has moved far faster with its antitrust reforms than the U.S. and Europe have in similar efforts. The landmark case against Microsoft Corp.’s alleged software monopoly took more than half a decade of back-and-forth before settling in 2004. Current hearings involving U.S. tech titans from Google to Facebook Inc. span several fronts, multiple cases and plaintiffs, and may not see the inside of a courtroom for years to come.In contrast, Beijing regulators torpedoed Ant’s IPO the month after Ma’s infamous speech, published new rules shortly after intended to curb monopolistic practices across its internet landscape, then launched its probe into Alibaba on Christmas Eve.“Clarity reduces uncertainty, so this is a positive,” said Joshua Crabb, a portfolio manager at Robeco in Hong Kong.That has helped give investors more optimism for the long term. Money managers see the potential for tech companies to boost earnings as digital technologies catch on for everything from e-commerce and entertainment to social media, a trend that has been accelerated by the pandemic.Meanwhile, mainland traders have kept the faith. They still hold about 6.5% stake in Tencent, the highest in at least three years, according to calculations by Bloomberg based on exchange data.“Post this round of regulation scrutiny, we believe the Chinese internet industry will resume healthy growth,” GAM’s Cortesi said.(Updates with performance of Hang Seng Tech Index, Tencent in tenth paragraph.)For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2021 Bloomberg L.P.","China’s Internet Stocks Face More Pain, Global Investors Say",2021-04-19 03:49:00,https://finance.yahoo.com/news/china-internet-stocks-face-more-000000083.html
"McDonald's stock has been heating up since the Dow giant launched its new chicken sandwich, but should you buy MCD stock?",Is McDonald's Stock A Buy? Dow Jones Giant Breaks Out On Best Launch In 38 Years,2021-04-19 04:58:00,https://finance.yahoo.com/m/c0056673-8942-388e-b8c8-9eb40e15dea4/is-mcdonald-s-stock-a-buy-.html
"By Elizabeth HowcroftLONDON (Reuters) - World shares traded near record highs on Monday, as markets were generally upbeat about the prospects for a global economic recovery from COVID-19, ahead of a busy week for earnings.Europe's STOXX 600 reached a record high and was up 0.2% at 0736 GMT. Asian shares hit one-month highs overnight.MSCI world equity index, which tracks shares in 49 countries, was flat on the day, having come close to but not surpassed Friday's record high. MSCI's main European Index was up 0.1%.Matthias Scheiber, global head of portfolio management at Wells Fargo Asset Management cited low interest rates, the rollout of COVID-19 vaccines and the fiscal stimulus package in the United States as reasons for his bullish stance on equities.""Risk is coming down, volatility is coming down … we see the slow reopening of global economies, the rollout of the vaccine and the huge catch-up in demand so from that perspective it should be positive for economic growth.""""We had a strong rally in cyclical and value stocks since the start of this year - we would like to see confirmation in the earnings.""Earnings from IBM and Coca-Cola are due later in the session. Netflix reports on Tuesday. Later in the week, American Airlines and Southwest will be the first major post-COVID cyclicals to post results.The European Central Bank meeting on Thursday will also be in focus this week. ECB President Christine Lagarde said last week that the euro zone economy is still standing on the ""two crutches"" of monetary and fiscal stimulus and these cannot be taken away until it makes a full recovery.Euro zone government bond yields were lower, with the benchmark German 10-year yield down one basis point at -0.27%.The benchmark U.S. Treasury yield, which dropped as low as 1.528% last Thursday, was at 1.5606%.The U.S. economy is set to take off this year as more Americans get COVID-19 vaccinations and become comfortable engaging in a wider range of activities, but any accompanying spike in inflation is likely to be temporary, the Federal Reserve's newest board member said on Friday.Story continuesIn currency markets, the dollar index was down 0.4% at its lowest levels in more than a month, at 91.259, having weakened since its recent peak of 93.439 at the end of March.Dollar-yen was also down 0.5%, changing hands at 108.250.The euro was up 0.3% versus the dollar at $1.20165.""We have been highlighting over the past two months that USD could bottom out, in contrast to consensus, and believed that this would be a tactical problem for EM and for certain commodity trades,"" wrote JP Morgan's head of global and European equity strategy, Mislav Matejka, in a note to clients. ""We think the risk of a firmer USD, through rising US-Europe interest rate differential, is not finished.""Matejka also said that, although there is the technical potential for a correction in equities, he would not cut stocks exposure on the six- to nine-month horizon.""We think that it is more likely that we will be raising our year-end targets, rather than reducing them, as we move through the summer,"" he said.Likewise, Wells Fargo Asset Management's Matthias Scheiber said ""We believe we are in the 'buy the dip' environment at this moment given that both fiscal and monetary policy are very supportive, so if we would see a correction … we would probably increase the equity position.”Bitcoin was up nearly 2% at around $57,400, nursing losses from Sunday, when it plunged as much as 14% to $51,541.Oil prices fell as rising COVID-19 infections in India prompted concern than stronger measures to contain the pandemic would hurt economic activity.(Reporting by Elizabeth Howcroft, editing by Larry King)",European shares hit highs as markets upbeat about recovery prospects,2021-04-19 04:51:00,https://finance.yahoo.com/news/asian-shares-near-1-1-005103182.html
"The recent run-up in government bond yields is a gift to any fund manager fretting over market risks ranging from geopolitics to leverage. It is true that the first quarter of this year was no fun for holders of government bonds, which dropped in price on the largest scale in four decades. The pullback means that, just as Russia and the US once again lock horns, and as the Archegos implosion stirs concerns over potentially systemic risks stemming from plentiful global leverage, government bonds again offer something of a safety net.",Revival of bonds as buffer for market shocks,2021-04-19 04:00:00,https://finance.yahoo.com/m/b5fb0ef7-e6db-37a5-bebd-b7061e462e85/revival-of-bonds-as-buffer.html
European equities and government bonds both nudged higher on Monday as markets continued to cheer strong corporate earnings and economic data while also banking on continued support from the US Federal Reserve. The regional Stoxx 600 index gained 0.3 per cent in early trading to set a new record. This follows a week of upbeat quarterly earnings from US banks as investors await results from big businesses including Coca-Cola and IBM later on Monday.,European stocks hit record after strong US earnings and economic data,2021-04-19 04:00:00,https://finance.yahoo.com/m/8f614e1f-1ab7-378b-8f8a-8002d7699486/european-stocks-hit-record.html
"Vanguard, the world’s second largest asset manager, has launched a new low-cost retirement advice service for UK investors designed to appeal to millions of savers who lack guidance on pension planning. Fewer than one in 10 UK adults has received financial advice, a gap that is fuelling fears that old age poverty awaits many workers with inadequate retirement savings that will leave them reliant on meagre state pensions. Investors with a minimum of £50,000 will be able to obtain personalised retirement saving advice from Vanguard for an all-in annual cost of 0.79 per cent, which includes fund fees, transaction and platform charges.",Vanguard launches price war in UK pensions market,2021-04-19 04:00:00,https://finance.yahoo.com/m/3f98ca2f-ad7d-3e3e-935e-d91c2e8f13ca/vanguard-launches-price-war.html
"The past year or so has been one of the oddest periods ever for the stock market and economy, with a rare pandemic shutting down businesses and throwing millions of people out of work.At the same time, the federal government stepped up with unprecedented amounts of stimulus payments, free loans to businesses, eviction moratoriums and other aid — even a delayed deadline for filing income-tax returns.Things are off-the-charts unusual. Yet for novice investors who stuck a toe in the stock market for the first time over the past year or so, it's all they know.And it's not just a few people, either. Armed with stimulus checks and motivated by boredom perhaps, millions of people took the stock market plunge last year — a whopping 15% of all current stock investors got their start in 2020, according to a new Schwab survey.Most must be thinking, ""This is easy."" Here are some reasons why they should think twice.Don't expect the next down cycle to be so kind.Not a joke anymore: Dogecoin, the cryptocurrency created as a spoof, sees its market value top $40BThe stock market has climbed steadily for the past 13 months, over which time it has nearly doubled in value. That's rare in itself. But the really unusual part was the extremely short duration of the preceding bear market or downward spiral, which lasted just five weeks.No wonder these first-year investors are more optimistic about near- and long-term results compared to more seasoned market participants, according to the Schwab survey. The newbies also tend to be younger — 35 years old, on average, compared to 48 for people who started investing prior to 2020. They thus can afford to be more optimistic, as they have more time to make up losses.It's true that rising or bull markets always spring from the ashes of bear markets, but usually those preceding downdrafts are much more prolonged. That's the real challenge of investing — dealing with month after month, if not year after year, of falling prices, when disappointment leads to despair and then desperation.Story continuesIf you blinked, you missed the bearish phase of 2020. The next downward cycle won't be so kind.FedEx says no phones allowed?: FedEx workers at Indianapolis shooting weren't allowed to have their phones: Is that OK?Should you ever get a store card? Yes: Store cards are a bad deal. Here's why I opened one anyway.Don't count on so much free moneyInvesting, like gambling, isn't so difficult when you're playing with house money. That was somewhat the case for millions of Americans who received stimulus payments from Uncle Sam or possibly souped-up unemployment benefits.Sure, plenty of people used this cash as financial lifelines, to stay afloat. But others saved their stimulus checks or put them to use in the stock market.In other words, some new investors probably don't fully appreciate that investing involves sacrifice: You forego consumption today in hopes that your money will grow enough over time that higher spending will be possible years down the road.Stimulus checks don't arrive every year, though there is one form of free money that you can tap into on an ongoing basis. These are the matching funds available through workplace 401(k)-style funds that employers ante up to encourage workers to invest.Even the federal government offers limited retired matching funds to lower-income workers, through the widely underappreciated Retirement Savers tax credit (details at irs.gov). It's not a huge sum — a maximum credit of $1,000 annually to the lowest-income workers — but it beats the stimulus money you can count on most years.Don't assume your buddies are rightThere's a lot of psychology to investing, and one tendency is that people seek out confirming views from friends, family members and colleagues. There's something heartening about having your investing ideas validated by others. The danger is that these other parties might have even less knowledge than you.More than in most years, collaborative investing appears to be on the rise. For example, a survey by MagnifyMoney, a subsidiary of Lending Tree, found that nearly six in 10 investors age 40 or younger are members of online forums such as Reddit. These can be good ways to learn about finances, but they also might lead you astray.""It's great that these communities are introducing a lot of people to investing, which is one of the best ways to build wealth over a lifetime,” said Tendayi Kapfidze, LendingTree's chief economist, in a statement. “A concern is that some are leading to relatively short-term trading concentrated in a few stocks with hopes of getting rich quick.”Usually, investors are better off thinking for themselves and tuning out the ""noise"" or outside distractions. In part, this is because other people often have different goals, tolerance for risk or other motivations compared to you. Or, they're just wrong.Don't neglect your financial foundationStock market investing is important — and one of the best ways to build long-term wealth. But it shouldn't come at the expense of other financial needs.Setting up a rainy day fund is one example. It seems simple enough — accumulate money in a savings account to meet emergency car or appliance repairs or to tide you over if you lose your job. Yet many Americans have no personal safety nets — 43% of respondents in a recent study by Clever Real Estate said they have nothing.Dana Sandoval, a certified financial planner at TCI Wealth Advisors in Denver who educates young adults in the nonprofit 3rd Decade program, suggests that everyone set up an emergency fund and take other fundamental steps. These include participating in workplace 401(k) plans if available and gravitating toward Roth Individual Retirement Accounts, which allow for tax-free withdrawals down the road.Understanding the tax implications is important, as stock market profits might be taxed as ordinary income, at lower capital-gain rates or as untaxed withdrawals, depending on the type of account and how long you own an investment.And rather than concentrate your money in a handful of stocks, Sandoval recommends spreading it out through low-cost, diversified mutual funds or exchange-traded funds. The market's strong performance last year, she noted, was driven by a smattering of large, technology-focused companies including Facebook, Amazon, Apple, Netflix and Google.But already, there are signs that the market's leadership is shifting.Besides, pinpointing future hot stocks isn't easy to do, except in hindsight.""Saving more and controlling expenses will have a more predictable positive impact,"" she said.This article originally appeared on Arizona Republic: Stock market: New investors should know what's next for stocks",New investors beware: The easy money you made in the stock market probably won't continue,2021-04-19 01:28:00,https://finance.yahoo.com/news/investors-beware-easy-money-made-151339774.html
"(Bloomberg) -- Credit markets are starting to price in the transition to a low carbon economy.New research from Oxford University that analyzes changes in loan spreads -- a measure of credit risk -- found the cost of financing renewable energy projects shrunk dramatically over the past two decades, while the opposite was true for coal, the most carbon-intensive of the fossil fuels.When comparing average spreads from 2007 to 2010 with those from 2017 to 2020, the researchers recorded a 12% decline for onshore wind and 24% drop for offshore wind farms. By contrast, coal power stations saw a 38% increase in loan spreads and coal mines recorded a 54% jump.“Climate-related transition risks in the energy sector are sometimes viewed as distant, long-term risks,” said Ben Caldecott, co-author of the report and director of the Oxford Sustainable Finance Programme. “Our findings support the conclusion that they are being priced today.”To have any chance of reaching the goals of the Paris Agreement of limiting global warming to 1.5 degrees Celsius, all sectors of the economy will have to cut emissions and retool their operations for a net-zero world. Achieving that monumental feat will require about $2.4 trillion of investment in the energy sector every year and for lenders and debt underwriters to support the transition away from fossil fuels.And while the pivot to a low-carbon world is already having an impact on the cost of capital for energy companies, “the challenge is that this isn’t happening evenly and certainly isn’t occurring at the pace required to tackle climate change,” Caldecott said. One area where financing costs will need to rise, is for oil and gas projects, he said.While loan spreads for gas-fired power stations rose by 68% from 2000 to 2010, they rose by just 7% in the past decade, the Oxford data show. Meanwhile, financing costs for oil and gas production, were stable during the past decade, with loan spreads rising by only 3%. For offshore oil, spreads contracted by 41% in the period.Story continuesThe data suggest that oil and gas companies have evaded the same degree of financial punishment that’s occurred in the coal sector. That’s likely to change, according to Xiaoyan Zhou, lead author of the Oxford study.“If these observed trends continue and we see the cost of capital for oil and gas go the way of coal, this could have very significant implications for the economics of oil and gas projects around the world,” Zhou said. “This could result in stranded assets and introduce substantial re-financing risks.”The Oxford analysis is based on 12,072 loans between 2000 and 2020 from 5,033 borrowers across 118 countries in the energy and utilities sectors.For more articles like this, please visit us at bloomberg.comSubscribe now to stay ahead with the most trusted business news source.©2021 Bloomberg L.P.","Loan Markets Are Pricing In Climate Transition, Penalizing Coal",2021-04-19 00:01:00,https://finance.yahoo.com/news/loan-markets-pricing-climate-transition-230100343.html
"It’s natural to want to buy into a rising stock, so much so that following upward trends as a market strategy has a name: momentum investing. It’s the art of following the upward trends.Momentum investing has its advocates and detractors, as do all investing styles. While past performance does not guarantee future returns, it's still a a useful indicator that investors should pay attention to.With this in mind, we used TipRanks' database to identify two stocks that boast a Strong Buy analyst consensus rating and considerable upside potential – on top of impressive recent gains. Let's take a closer look.Identiv (INVE)The first momentum stock we’ll look at, Identiv, is a tech company providing solutions for authentication and security systems online. Identiv’s products protect users’ identity, and prevent malware and other malicious attacks in the IoT world. The importance – and value – of this niche can be seen in the company’s share growth over the past year. INVE is up 65% year-to-date, and longer term, over the past 12 months, the stock has gained 404%.The strong share growth has gone hand-in-hand with strong revenue growth. The company reported 31% year-over-year top-line growth, to $24.8 million, in 4Q20, along with solid prospects going forward. Entering Q1, the company had $10.5 million in backlogged orders, a 121% gain over the year before. Growth was driven by gains in the company’s RFID segment, which was up over 100% yoy, and in the Identity segment, which registered a 53% yoy gain.While revenues were solid, earnings were down. EPS had been positive in Q3, but turned negative in Q4, coming in at a 5-cent net loss per share, and missing the expectation of a 1-cent EPS profit. Investors have not appeared too concerned by the earnings loss; Identiv’s historical earnings pattern is to show a Q4 loss after a Q3 profit, and the 4Q20 loss was 7 cents per share less than the year-ago result.Management has moved to take advantage of the company’s rising share value, by putting a public offering of stock earlier this month. The offering, of 3.78 million shares at $10.65 each, closed on April 12 and raised – before expenses – over $40 million.Story continuesThere’s a lot here to get an analyst’s attention, and 5-star analyst Craig Ellis of B. Riley initiated coverage of this stock with a Buy rating and a $21 price target, indicating ~50% one-year upside potential. (To view Ellis’s track record, click here)""We believe the recent capital raise is transformative and will accelerate growth from 10% over the past two years to +20% as the company broadens its RFID IoT portfolio. To start, $38M in net proceeds suggests $50M in incremental sales potential at current GMs,"" Ellis opined.The analyst added, ""We believe that INVE’s custom engagement, design, and prototype model is strong and that CY22 proceeds sales conversion is likely, led by RFID IoT, where 3Q20 and 4Q20 sales surged 100% Y/Y and where CY21TD backlog is robust. Success with healthcare, consumer electronics, and medical devices early adopters could tilt high-volume industries INVE’s way, thus enriching growth.""Ellis is not outlier in his view of this stock; there are 3 recent reviews on file here, and all are to buy, making the analyst consensus a unanimous Strong Buy. The shares are priced at $14.04, with an average target of $17.33 suggesting room for 23% growth in the year ahead. (See INVE stock analysis on TipRanks)Tronox (TROX)Next up, Tronox, is a miner and manufacturer of specialty metals used in the production of titanium chemicals. The company mines titanium ores and zircon, and uses them in the production of titanium dioxide and chemical sands, both essential ingredients in industrial dyes. The company’s products are found in a range of everyday products, including paints, papers, and plastics, and useful byproducts of the manufacturing process include caustic soda and gypsum.While the industry lacks the cachet of high-tech, it is still vital to the modern economy, and Tronox has ridden that fact to a 37% year-to-date share gain. For the past 12 months, the stock’s gain has been 224%.For the full-year 2020, Tronox showed a top line of $2.76 billion, up 4.5% from 2019. The 4Q20 results show that the top line gains are accelerating – the fourth quarter revenues of $783 million were up 13.6% yoy. The company saw quarterly titanium dioxide sales volume increase 8% yoy in the fourth quarter, indicating improved global demand as world economies reopen. Looking ahead, Tronox expects titanium dioxide sales to continue gaining, in the range of 11% to 15% for 1Q21.With all of that in the background, BMO analyst John McNulty listed TROX as one of his top picks for 2021“Rarely can we recall a time when the stars aligned in such a way that the risk/reward pointed to dramatic upside potential with relatively minimal risk--the current outlook for TiO2 and TROX is one of those times. TiO2 is poised for a steady tightening over the next 2-3 years, driving volumes and prices higher,” McNulty noted.The analyst summed up, ""We listed TROX as one of our top picks for 2021 for a host of reasons, including our belief that the strength of the cycle would surprise investors in the near term on the volume side and in the intermediate term on the pricing side.""In line with this upbeat outlook, McNulty rates TROX shares an Outperform (i.e. Buy), and his $29 price target implies a one-year upside potential of 45%. (To watch McNulty’s track record, click here)The analyst consensus on this stock is not unanimous – but it is decisive. The reviews break down 4 to 1 in favor of Buy versus Hold, for a Strong Buy consensus rating. The average price target of $24.40 suggests a 22% upside for the next 12 months. (See TROX stock analysis on TipRanks)To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights.Disclaimer: The opinions expressed in this article are solely those of the featured analysts. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.",2 “Strong Buy” Momentum Stocks That Could Reach New Highs,2021-04-18 22:27:00,https://finance.yahoo.com/news/2-strong-buy-momentum-stocks-212727078.html
"Buying a stock is easy, but purchasing the right stock without a proven strategy is incredibly hard. Here are the best Robinhood stocks to buy now.",These Are The Best Robinhood Stocks To Buy Or Watch Now,2021-04-19 00:55:00,https://finance.yahoo.com/m/013f3a26-06d7-3bb6-8811-ddbc901f9eec/these-are-the-best-robinhood.html
"June E-mini NASDAQ-100 Index futures finished slightly higher on Friday. The index hit a new record high during the session, but it was a struggle with tech behemoths Apple Inc, Amazon.com Inc, Tesla Inc and Microsoft Corp, slipping between 0.2% and 1.5%. In the cash market, the technology-heavy NASDAQ Composite finished less than one percent below its own all-time closing high achieved on February 12.On Friday, June E-mini NASDAQ-100 Index futures settled at 14029.50, up 15.50 or +0.11%.The Federal Reserve’s pledge to keep interest rates low despite inflation has also revived demand for richly valued technology stocks, although bond yields edged higher again on Friday after hitting multi-week lows a day earlier.Daily June E-mini NASDAQ-100 IndexDaily Swing Chart Technical AnalysisThe main trend is up according to the daily swing chart. The uptrend was reaffirmed on Friday when buyers took out Thursday’s high at 14034.25.A trade through 12609.75 will change the main trend to down. This is highly unlikely, but due to the prolonged move up in terms of price and time, the index closed on Friday inside the window of time for a potentially bearish closing price reversal top.The minor trend is also up. A trade through 13512.50 will change the minor trend to down. This will also shift momentum to the downside.The minor range is 13512.50 to 14059.50. Its 50% level at 13786.00 is the nearest support.The main range is 12609.75 to 14059.50. If the minor trend changes to down then look for the selling to possibly extend into its retracement zone at 13334.50 to 13165.50.Short-Term OutlookThe uptrend is very strong and it’s going to take some time to change the main trend to down. However, a higher-high, lower-close will be the first sign of selling pressure. The formation of a closing price reversal top chart pattern will give investors an early warning to start trimming long positions.Some aggressive traders will choose to use this chart pattern as a shorting opportunity. This will be much better than trying to pick a top. However, keep in mind that a closing price reversal top does not change the trend. It only indicates the selling is greater than the buying at current price levels.Story continuesThe daily chart currently indicates that a combination of a closing price reversal top and a sustained move under 13786.00 could trigger the start of a steep break with 13334.50 the minimum objective.For a look at all of today’s economic events, check out our economic calendar. This article was originally posted on FX EmpireMore From FXEMPIRE: Ethereum, Litecoin, and Ripple’s XRP – Daily Tech Analysis – April 19th, 2021  USD/JPY Fundamental Daily Forecast – Technical Reversal Could Be Signaling Weakening Selling Pressure  Wall Street Closes Higher Friday as S&P 500, Dow Hit Record Highs  Price of Gold Fundamental Daily Forecast – Supported by Fed’s Plan to Keep Interest Rates Historically Low  Crude Oil Price Update – Strengthens Over $63.47, Weakens Under $62.29  E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – New Support Moves Up to 13786.00 ",E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – New Support Moves Up to 13786.00,2021-04-18 22:33:00,https://finance.yahoo.com/news/e-mini-nasdaq-100-index-203301028.html
"It’s a busy week of earnings with Coca-Cola, IBM, Netflix, Procter & Gamble, Chipotle, Verizon, AT&T, Intel, and American Express among 72 S&P 500 firms reporting.","AT&T, Netflix, Intel, Chipotle, and Other Stocks for Investors to Watch This Week",2021-04-18 23:00:00,https://finance.yahoo.com/m/69f0baeb-9f33-36cb-93f1-e96fb326d665/at-t-netflix-intel-.html
"Buying a stock is easy, but buying the right stock without a time-tested strategy is incredibly hard. So what are the best stocks to buy now or put on a watchlist?",These Are The 5 Best Stocks To Buy And Watch Now,2021-04-18 22:54:00,https://finance.yahoo.com/m/5f695c14-bc91-363c-995e-e994c1f0807e/these-are-the-5-best-stocks.html
